2021-11-22 21:07:56.903 | 1 | DBG | Microsoft.Extensions.Hosting.Internal.Host | Hosting starting
2021-11-22 21:08:07.250 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 5804 and flags "NONE"
2021-11-22 21:08:07.258 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 23 with length 106 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.260 | 13 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/chartjs/Chart.bundle.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\chartjs\Chart.bundle.js'
2021-11-22 21:08:07.264 | 12 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.graph.icon.png - -
2021-11-22 21:08:07.267 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 0 and flags "END_STREAM"
2021-11-22 21:08:07.273 | 12 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:07.277 | 13 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/chartjs/Chart.bundle.js - - - 200 579244 application/javascript 909.1563ms
2021-11-22 21:08:07.278 | 12 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:07.304 | 12 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:07.309 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 23 with length 74 and flags "END_HEADERS"
2021-11-22 21:08:07.319 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.319 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 25 with length 50 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.399 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.status.icon.png - -
2021-11-22 21:08:07.399 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.402 | 10 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:07.409 | 10 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:07.411 | 10 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:07.411 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.421 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 25 with length 64 and flags "END_HEADERS"
2021-11-22 21:08:07.427 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.432 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:07.436 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.443 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 27 with length 50 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.447 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:07.453 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 29 with length 55 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.532 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 31 with length 120 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.459 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 16384 and flags "NONE"
2021-11-22 21:08:07.532 | 21 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.configuration.icon.png - -
2021-11-22 21:08:07.543 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 33 with length 50 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.550 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:07.454 | 13 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/content/images/home.report.icon.png - -
2021-11-22 21:08:08.042 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "PRIORITY" frame for stream ID 29 with length 5 and flags 0x0
2021-11-22 21:08:08.058 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 11685 and flags "NONE"
2021-11-22 21:08:07.551 | 20 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/webfonts/fa-solid-900.woff2 - -
2021-11-22 21:08:07.557 | 21 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:08.089 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "PRIORITY" frame for stream ID 27 with length 5 and flags 0x0
2021-11-22 21:08:08.094 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.087 | 13 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:08.094 | 14 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/content/images/home.graph.icon.png'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\content\images\home.graph.icon.png'
2021-11-22 21:08:08.100 | 20 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:08.101 | 21 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:08.011 | 23 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/webfonts/fa-regular-400.woff2 - -
2021-11-22 21:08:08.149 | 13 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:08.154 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 23 with length 0 and flags "END_STREAM"
2021-11-22 21:08:08.156 | 20 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:08.160 | 21 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:08.190 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.200 | 21 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 29 with length 94 and flags "END_HEADERS"
2021-11-22 21:08:08.190 | 14 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/content/images/home.graph.icon.png - - - 200 109989 image/png 925.4164ms
2021-11-22 21:08:08.185 | 13 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:08.213 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.194 | 20 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:08.185 | 23 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:08.232 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.244 | 23 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:08.249 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.263 | 23 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:08.306 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.331 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 27 with length 64 and flags "END_HEADERS"
2021-11-22 21:08:08.398 | 23 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 33 with length 74 and flags "END_HEADERS"
2021-11-22 21:08:08.411 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.416 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.427 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.431 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 31 with length 63 and flags "END_HEADERS"
2021-11-22 21:08:08.436 | 18 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.443 | 23 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 33 with length 13588 and flags "NONE"
2021-11-22 21:08:08.451 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 16384 and flags "NONE"
2021-11-22 21:08:08.451 | 23 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/webfonts/fa-regular-400.woff2'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\webfonts\fa-regular-400.woff2'
2021-11-22 21:08:08.455 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.471 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.481 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.485 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 16384 and flags "NONE"
2021-11-22 21:08:08.496 | 23 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 33 with length 0 and flags "END_STREAM"
2021-11-22 21:08:08.503 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.504 | 23 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/webfonts/fa-regular-400.woff2 - - - 200 13588 font/woff2 492.1916ms
2021-11-22 21:08:08.550 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.560 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 16384 and flags "NONE"
2021-11-22 21:08:08.581 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.586 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.595 | 23 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.605 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 16384 and flags "NONE"
2021-11-22 21:08:08.615 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.620 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.630 | 23 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.637 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 14740 and flags "NONE"
2021-11-22 21:08:08.649 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.649 | 16 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/webfonts/fa-solid-900.woff2'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\webfonts\fa-solid-900.woff2'
2021-11-22 21:08:08.654 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.666 | 19 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.672 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.677 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 31 with length 0 and flags "END_STREAM"
2021-11-22 21:08:08.683 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.684 | 16 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/webfonts/fa-solid-900.woff2 - - - 200 80276 font/woff2 1132.5434ms
2021-11-22 21:08:08.698 | 18 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.719 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.725 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.731 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.739 | 20 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.746 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.755 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.782 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.802 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.806 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.830 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.835 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.849 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.863 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.868 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.876 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.886 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.896 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.901 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.910 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.919 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.923 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.934 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.948 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 16384 and flags "NONE"
2021-11-22 21:08:08.954 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:08.964 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 16384 and flags "NONE"
2021-11-22 21:08:08.997 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 1401 and flags "NONE"
2021-11-22 21:08:09.004 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:09.004 | 10 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/content/images/home.configuration.icon.png'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\content\images\home.configuration.icon.png'
2021-11-22 21:08:09.009 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 10728 and flags "NONE"
2021-11-22 21:08:09.025 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:09.025 | 13 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/content/images/home.report.icon.png'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\content\images\home.report.icon.png'
2021-11-22 21:08:09.038 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 29 with length 0 and flags "END_STREAM"
2021-11-22 21:08:09.082 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:09.082 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/content/images/home.configuration.icon.png - - - 200 279929 image/png 1549.5777ms
2021-11-22 21:08:09.101 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 27 with length 0 and flags "END_STREAM"
2021-11-22 21:08:09.153 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 16384 and flags "NONE"
2021-11-22 21:08:09.153 | 13 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/content/images/home.report.icon.png - - - 200 256488 image/png 1699.8495ms
2021-11-22 21:08:09.187 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 14512 and flags "NONE"
2021-11-22 21:08:09.196 | 5 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/content/images/home.status.icon.png'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\content\images\home.status.icon.png'
2021-11-22 21:08:09.212 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 25 with length 0 and flags "END_STREAM"
2021-11-22 21:08:09.216 | 5 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/content/images/home.status.icon.png - - - 200 456880 image/png 1817.3662ms
2021-11-22 21:08:09.242 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 35 with length 34 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:09.269 | 18 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/favicon.ico - -
2021-11-22 21:08:09.276 | 18 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:09.278 | 18 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:09.280 | 18 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:09.282 | 18 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 35 with length 75 and flags "END_HEADERS"
2021-11-22 21:08:09.307 | 18 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 35 with length 5430 and flags "NONE"
2021-11-22 21:08:09.311 | 18 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/favicon.ico'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\favicon.ico'
2021-11-22 21:08:09.319 | 18 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 35 with length 0 and flags "END_STREAM"
2021-11-22 21:08:09.326 | 18 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/favicon.ico - - - 200 5430 image/x-icon 57.4688ms
